S	SGEHEAPRUNMARKER	20	game
F	526	2	didfx
F	528	4	seqblockidx
F	532	4	holdtime
F	536	256	movetime
F	792	128	patterntime
F	920	64	nodemat
F	984	64	initmat
F	1048	16	initpos
F	1064	16	prevpos
F	1080	16	floorpos
F	1096	4	hitwall
F	1100	2	meteridx
F	1102	1	nkids
F	1103	1	activekids
F	1104	72	geometer
F	1176	4	geometer_bar
F	1180	16	movecenter
F	1196	4	moverad
F	1200	4	health
F	1204	4	dmgtaken
F	1208	4	dmgtype
F	1212	16	dmgdir
F	1228	16	kbvel
F	1244	4	dmgtime
F	1248	8	fxhitidx
F	1256	16	fxhittime
F	1272	1472	colnodes
F	2744	2	hitnodeidx
F	2746	2	killfxidx
F	2748	2	flashwhite
F	2750	2	addambient
F	2752	4	freezetex
F	2756	2	freezetime
F	2758	2	blindtime
F	2760	4	maxfballtime
F	2764	4	gotitem
F	2768	4	visrad
F	2772	4	waypoint
F	2776	4	child
F	2780	4	parent
S	__unnamed_3395	4	misc
F	0	4	f
F	0	4	u
F	0	4	p
F	0	4	p8
S	PBGLOBAL_DEBUG	464	misc
F	0	4	on
F	4	4	log_enab
F	8	4	log_buf
F	12	4	log_ptr
F	16	4	log_end
F	20	4	log_wrap_cnt
F	24	4	logvu1_enab
F	28	4	logvu1_buf
F	32	4	logvu1_ptr
F	36	4	logvu1_end
F	40	4	logvu1_wrap_cnt
F	44	4	last_mcnt
F	48	4	static_start
F	52	4	static_end
F	56	4	diag_mode
F	60	4	diag_controls
F	64	4	frame_bits
F	68	4	node_cnt
F	72	4	inst_cnt
F	76	4	cmd
F	80	4	sel_node
F	84	4	sel_node_cnt
F	88	4	sel_model
F	92	4	sel_obj
F	96	4	sel_obj_mask
F	100	4	sel_inst_cnt
F	104	4	tstate
F	108	4	check_nodes
F	112	4	disable_node_types
F	116	4	skip_all_loadtex
F	120	4	skip_all_settex
F	124	4	f
F	128	64	m1
F	192	64	m2
F	256	64	pmm_result
F	320	64	pmm_result1
F	384	16	v1
F	400	16	v2
F	416	16	pvm_result
F	432	16	pvmp_result
F	448	16	pvmp_result_proj
S	PBWINDOW	960	misc
F	0	2	flags
F	2	1	cam_dirty
F	3	1	proj_dirty
F	4	4	pad
F	8	4	clip_width
F	12	4	clip_height
F	16	8	scissor
F	24	16	cam_pos
F	40	16	cam_look
F	56	16	cam_up
F	72	4	cam_pitch
F	76	4	cam_yaw
F	80	4	view_angle_horiz
F	84	4	aspect
F	88	4	near_z
F	92	4	far_z
F	96	4	hva_sin_x
F	100	4	hva_cos_x
F	104	4	hva_sin_y
F	108	4	hva_cos_y
F	112	4	left
F	116	4	right
F	120	4	top
F	124	4	bottom
F	128	64	projection
F	192	64	viewport
F	256	64	view_screen
F	320	64	clipport
F	384	64	view_clip
F	448	64	clip_screen
F	512	64	camera
F	576	64	icamera
F	640	64	world_npc
F	704	64	world_screen
F	768	64	world_clip
F	832	16	npc2clip
F	848	16	clip2npc
F	864	32	npc2screen
F	896	32	clip2screen
F	928	32	screen2clip
S	PBFRAMEBUF	512	misc
F	0	8	dma_tag
F	8	8	pad
F	16	16	gif_tag
F	32	16	c1_frame
F	48	16	c1_zbuf
F	64	16	c1_xyoffset
F	80	16	c1_scissor
F	96	16	c1_fba
F	112	16	c2_frame
F	128	16	c2_zbuf
F	144	16	c2_xyoffset
F	160	16	c2_scissor
F	176	16	c2_fba
F	192	16	prmodecont
F	208	16	colclamp
F	224	16	dthe
F	240	16	dimx
F	256	16	scanmsk
F	272	16	fogcol
F	288	16	pabe
F	304	16	texa
F	320	16	clr_test
F	336	16	clr_prim
F	352	16	clr_rgbaq
F	368	16	clr_xyz2a
F	384	16	clr_xyz2b
F	400	16	c1_test
F	416	16	c2_test
F	432	16	end_packet
F	448	16	o__pmode
F	464	8	o__smode2
F	472	8	o__bgcolor
F	480	8	o1_dispfb
F	488	8	o1_display
F	496	8	o2_dispfb
F	504	8	o2_display
S	FontMessage	44	misc
F	0	4	Flags
F	4	4	X
F	8	4	Y
F	12	4	Z
F	16	4	String
F	20	4	ScaleX
F	24	4	ScaleX_sp
F	28	4	ScaleY
F	32	4	ScaleY_sp
F	36	2	Font
F	38	2	AltTex
F	40	4	argb
S	s_audmode	9364	misc
F	0	16	name
F	16	4	numparts
F	20	9344	parts
S	s_audpart	292	misc
F	0	16	name
F	16	4	size
F	20	4	maxsounds
F	24	4	numbanks
F	28	256	bankidx
F	284	4	curbank
F	288	4	handle
S	DYNGRID	4	misc
F	0	2	enemyidx
F	2	2	itemidx
S	Font	16	misc
F	0	4	Height
F	4	4	Letters
F	8	4	NLetters
F	12	4	Flags
S	blitinfo	24	misc
F	0	4	desc
F	4	4	x
F	8	4	y
F	12	4	w
F	16	4	h
F	20	4	blit
S	_saved_file_info	16	misc
F	0	4	level
F	4	4	type
F	8	8	name
S	Attract	8	misc
F	0	4	mode
F	4	4	param
S	PBTEXENV_PACKET	88	misc
F	0	4	dma_tag
F	4	4	__align0
F	8	16	gif_tag
F	24	64	tex_env
S	HELPTAB	28	misc
F	0	4	reduce
F	4	4	pause
F	8	4	pri
F	12	4	freq
F	16	4	msg
F	20	4	idx
F	24	4	sound
S	OPTMENU_ENTRY	36	misc
F	0	4	desc
F	4	4	arg
F	8	4	dy
F	12	4	desc1
F	16	4	color
F	20	4	y
F	24	4	xend
F	28	4	set
F	32	4	sel
S	FontInfo	12	misc
F	0	4	Name
F	4	4	Height
F	8	4	Letters
S	FontLetter	16	misc
F	0	4	Letter
F	4	4	Width
F	8	4	X
F	12	4	Y
S	STRINGLIST	8	misc
F	0	4	num
F	4	4	first
S	STRINGMSG	20	misc
F	0	4	num
F	4	4	first
F	8	4	font
F	12	4	scale
F	16	4	sscale
S	STRINGFONT	20	misc
F	0	16	desc
F	16	4	fontid
S	TARGET	56	misc
F	0	4	state
F	4	4	obj
F	8	16	pos
F	24	4	scrnHX
F	28	4	scrnHY
F	32	4	scrnFX
F	36	4	scrnFY
F	40	4	adj_scrnHX
F	44	4	adj_scrnHY
F	48	4	adj_scrnFX
F	52	4	adj_scrnFY
S	window	424	misc
F	0	4	wwidth
F	4	4	wheight
F	8	4	hcenter
F	12	4	vcenter
F	16	4	invunitscale
F	20	4	width
F	24	4	height
F	28	4	hviewang
F	32	4	vviewang
F	36	4	hvam
F	40	4	vvam
F	44	4	rhvam
F	48	4	rvvam
F	52	4	hcos
F	56	4	vcos
F	60	4	left
F	64	4	right
F	68	4	top
F	72	4	bot
F	76	4	sleft
F	80	4	sright
F	84	4	stop
F	88	4	sbot
F	92	4	frontclip
F	96	4	backclip
F	100	64	worldcammat
F	164	64	invcammat
F	228	64	cammat
F	292	4	startobj
F	296	4	zmod
F	300	4	zmodfactor
F	304	4	grDepthBufferFunc
F	308	4	lightmultiplier
F	312	4	lodbias
F	316	4	widx
F	320	4	active
F	324	4	xscale
F	328	4	yscale
F	332	4	zscale
F	336	64	pmat
F	400	4	vp_xoffset
F	404	4	vp_yoffset
F	408	4	vp_zoffset
F	412	4	vp_xscale
F	416	4	vp_yscale
F	420	4	vp_zscale
S	_all_dir_info	132	misc
F	0	128	files
F	128	4	last_file
S	s_auddata	24	misc
F	0	4	nummodes
F	4	4	numbanks
F	8	4	numsounds
F	12	4	modes
F	16	4	banks
F	20	4	sounds
S	s_audbank	44	misc
F	0	16	fname
F	16	16	name
F	32	4	size
F	36	2	numsounds
F	38	2	index
F	40	2	bankidx
F	42	2	handle
S	CH_INFO	32	misc
F	0	4	index
F	4	4	lastidx
F	8	4	num
F	12	4	frame
F	16	4	vol
F	20	4	pan
F	24	4	pri
F	28	4	endframe
S	dcsloaddata	36	misc
F	0	4	pidx
F	4	4	bidx
F	8	4	attempt
F	12	24	dcsresp
S	temptrackdata	48	misc
F	0	4	idx
F	4	4	pri
F	8	4	vol
F	12	4	pos
F	16	4	pan
F	20	4	tid
F	24	24	dcsresp
S	PBSPRBUF	2048	misc
F	0	4	next
F	4	2044	buf
S	ITEMSPEW	16	misc
F	0	4	item
F	4	12	vel
S	MISSILEDESC	20	misc
F	0	4	throwdesc
F	4	11	throwlvl
F	15	1	__align0
F	16	4	mbflags
S	plyr_damage	88	misc
F	0	2	type
F	2	2	flags
F	4	4	dmgtype
F	8	4	hitrad
F	12	4	radius
F	16	4	minrad
F	20	4	delay
F	24	4	mintime
F	28	4	maxtime
F	32	4	angle
F	36	4	arc
F	40	4	pitch
F	44	12	offset
F	56	4	amount
F	60	4	speed_min
F	64	4	speed_max
F	68	4	weight
F	72	2	fxidx
F	74	2	hitfxidx
F	76	2	loopfxidx
F	78	2	next
F	80	2	startframe
F	82	2	endframe
F	84	2	helpidx
F	86	2	dummy
S	plyr_data	384	misc
F	0	2	numsfx
F	2	2	numdamage
F	4	4	sfx
F	8	4	damage
F	12	2	turboAclose
F	14	2	turboAlow
F	16	2	turboAstep
F	18	2	turboA360
F	20	2	turboAthrow
F	22	2	turboB
F	24	2	turboC1
F	26	2	turboC2
F	28	2	combo1
F	30	2	combo2
F	32	2	combohit
F	34	2	victory
F	36	4	initflag
F	40	4	fight_min
F	44	4	fight_max
F	48	4	speed_min
F	52	4	speed_max
F	56	4	armor_min
F	60	4	armor_max
F	64	4	magic_min
F	68	4	magic_max
F	72	4	height
F	76	4	width
F	80	4	attny
F	84	4	coly
F	88	4	powerup_time
F	92	12	weapon_offset
F	104	120	weapon_fx_offset
F	224	120	weapon_fx_scale
F	344	12	turboa_offset
F	356	12	familiar_offset
F	368	12	fam_proj_offset
F	380	4	streakfwdmul
S	plyr_sfx	80	misc
F	0	4	flags
F	4	4	nextfxidx
F	8	4	sfxidx
F	12	4	sndidx
F	16	16	fxdesc
F	32	16	snddesc
F	48	2	zmod
F	50	2	alphamod
F	52	12	offset
F	64	4	maxlen
F	68	4	radius
F	72	4	scale
F	76	4	color
S	SPMOVE	8	misc
F	0	4	stage
F	4	4	frames
S	_sif_serve_data	68	misc
F	0	4	command
F	8	4	buff
F	12	4	size
F	20	4	cbuff
F	24	4	csize
F	28	4	client
F	32	4	paddr
F	36	4	fno
F	40	4	receive
F	44	4	rsize
F	48	4	rmode
F	52	4	rid
F	56	4	link
F	60	4	next
F	64	4	base
S	_sif_queue_data	24	misc
F	0	4	key
F	4	4	active
F	8	4	link
F	12	4	start
F	16	4	end
F	20	4	next
S	__unnamed_3439	12	misc
F	0	4	mask
F	4	4	min
F	8	4	max
S	SPECIAL	200	misc
F	0	4	type
F	4	4	joyonly
F	8	192	data
S	VibratorInfo	8	misc
F	0	4	on
F	4	4	time
S	_sif_rpc_data	16	misc
F	0	4	paddr
F	4	4	pid
F	8	4	tid
F	12	4	mode
S	_sif_receive_data	28	misc
F	0	16	rpcd
F	16	4	src
F	20	4	dest
F	24	4	size
S	PBVUBRKMSK	24	misc
F	0	4	count
F	4	4	count_d32
F	8	4	brkmsk
F	12	4	trcmsk
F	16	4	brkmsk_def
F	20	4	trcmsk_def
S	PBVUBRKINFO	16	misc
F	0	4	num
F	4	4	name
F	8	4	flags
F	12	4	src_line
S	PBDMARECORD	16	misc
F	0	2	mode
F	2	2	qwc
F	4	4	addr
F	8	4	result
F	12	4	next
S	PBFRAMEINFO	144	misc
F	0	4	current_display_buf
F	4	1	alpha
F	5	3	__align0
F	8	4	interlace
F	12	4	every_line
F	16	4	buf
F	20	4	buf_u
F	24	60	out1
F	84	60	out2
S	PBFRAMEOUTDB	60	misc
F	0	4	on
F	4	4	fbp_buf0
F	8	4	fbp_buf1
F	12	4	fbw
F	16	4	psm
F	20	4	dbx
F	24	4	dby
F	28	4	dx
F	32	4	dy
F	36	4	magh
F	40	4	magv
F	44	4	dw
F	48	4	dh
F	52	4	pixel_width_ref
F	56	4	line_height_ref
S	PBVUFUNCDATA	8	misc
F	0	4	name
F	4	4	info
S	PBVUFDINFO	12	misc
F	0	4	text
F	4	4	expr
F	8	4	flags
S	PBVULINE	4	misc
F	0	2	src_line
F	2	2	imem_addr
S	PBFRAMEBUF_U	512	misc
F	0	8	dma_tag
F	8	8	pad
F	16	16	gif_tag
F	32	16	c1_frame
F	48	16	c1_zbuf
F	64	16	c1_xyoffset
F	80	16	c1_scissor
F	96	16	c1_fba
F	112	16	c2_frame
F	128	16	c2_zbuf
F	144	16	c2_xyoffset
F	160	16	c2_scissor
F	176	16	c2_fba
F	192	16	prmodecont
F	208	16	colclamp
F	224	16	dthe
F	240	16	dimx
F	256	16	scanmsk
F	272	16	fogcol
F	288	16	pabe
F	304	16	texa
F	320	16	clr_test
F	336	16	clr_prim
F	352	16	clr_rgbaq
F	368	16	clr_xyz2a
F	384	16	clr_xyz2b
F	400	16	c1_test
F	416	16	c2_test
F	432	16	end_packet
F	448	16	o__pmode
F	464	8	o__smode2
F	472	8	o__bgcolor
F	480	8	o1_dispfb
F	488	8	o1_display
F	496	8	o2_dispfb
F	504	8	o2_display
S	PBGSXYOFFSET	16	misc
F	0	16	w
F	0	16	d
F	0	8	b
S	PBGSBGCOLOR	8	misc
F	0	8	w
F	0	8	d
F	0	8	b
S	PBGSDISPFB1	8	misc
F	0	8	w
F	0	8	d
F	0	8	b
S	PBVUFUNCLOC	12	misc
F	0	4	name
F	4	4	start
F	8	4	end
S	PBVUREGINFO	16	misc
F	0	4	num
F	4	4	name
F	8	4	start
F	12	4	end
S	PBVUMEMINFO	12	misc
F	0	4	addr
F	4	4	name
F	8	4	flags
S	PBDMACHAN	24	misc
F	0	4	head
F	4	4	tail
F	8	4	cnt
F	12	4	max
F	16	4	regs
F	20	4	unit
S	PBDMATRACK	16	misc
F	0	2	ctrl
F	2	2	chan
F	4	2	qwc
F	6	2	len
F	8	4	addr
F	12	4	data
S	Sample	76	misc
F	0	16	memSPU
F	16	16	memEE
F	32	4	pitchBase
F	36	4	size
F	40	32	Coefficients
F	72	2	Pred_Scale
S	_list	4	misc
F	0	4	head
S	ADS	316	misc
F	0	4	mode
F	4	4	file
F	8	4	bufRaw
F	12	4	bufSpu
F	16	4	sizeRaw
F	20	4	sizeSpu
F	24	4	addrSpu
F	28	4	eofRaw
F	32	4	nFile
F	36	4	outRaw
F	40	4	nRaw
F	44	4	nSpu
F	48	4	spuHalf
F	52	8	voice
F	60	4	volume
F	64	4	sigVolume
F	68	4	sigStart
F	72	4	sigStop
F	76	4	sigSplice
F	80	4	status
F	84	32	hd
F	116	8	bd
F	124	192	ADPCMInfo
S	FileBuf	131136	misc
F	0	4	fd
F	4	4	iFile
F	8	4	zFile
F	12	4	nFile
F	16	4	sizeBuf
F	20	4	nBuf
F	24	4	posBuf
F	28	4	async
F	32	32	unused_align_pad
F	64	131072	hBuf
S	AdsHeader	32	misc
F	0	4	id
F	4	4	size
F	8	4	format
F	12	4	rate
F	16	4	channels
F	20	4	sizeBlock
F	24	4	loopStart
F	28	4	loopEnd
S	AdsBody	8	misc
F	0	4	id
F	4	4	size
S	Bank	8	misc
F	0	4	i
F	4	4	n
S	GRID_DYN	2	misc
F	0	2	entry
S	DYNOBJ	68	misc
F	0	64	mat
F	64	2	wobjidx
F	66	2	visited
S	GRID_DYN_ENTRY	4	misc
F	0	2	dynobj_idx
F	2	2	next
S	PBPOSLIGHTVU	32	misc
F	0	16	pos
F	16	16	color
S	PBENV_PACKET	160	misc
F	0	16	giftag
F	16	8	gs_test
F	24	4	gs_test1addr
F	28	4	__align0
F	32	64	gs_alpha
F	96	64	gs_tex
S	PB_LIGHTMOD	8	misc
F	0	4	scale
F	4	4	ambient_add
S	PBAMBLIGHT	16	misc
F	0	16	color
S	PBPOSLIGHT	80	misc
F	0	16	color
F	16	16	pos
F	32	4	radius
F	36	4	atten
F	40	4	next
F	44	4	id
F	48	16	vu_pos
F	64	16	vu_color
S	MENU_OPTIONS	48	misc
F	0	4	desc
F	4	4	noptions
F	8	32	options
F	44	4	var
S	_inv_pieces	36	misc
F	0	4	name
F	4	4	xp
F	8	4	yp
F	12	4	maxdigits
F	16	4	scale
F	20	4	dx
F	24	4	dy
F	28	4	wd
F	32	4	ht
S	_mini_inv_state	40	misc
F	0	4	selection
F	4	4	state
F	8	4	transition_counter
F	12	8	center_x
F	20	8	center_y
F	28	8	depth_z
F	36	4	label_string
S	GOT_IT	28	misc
F	0	4	mode
F	4	4	who
F	8	4	what
F	12	4	value
F	16	4	timer
F	20	4	bkpic
F	24	4	pic
S	mini_inv_item	12	misc
F	0	4	type
F	4	4	specialflags
F	8	4	name
S	tPUPDesc	20	misc
F	0	3	cLevel
F	3	1	__align0
F	4	4	iType
F	8	4	fPX
F	12	4	fPY
F	16	4	fPZ
S	_blit_setup	20	misc
F	0	4	texidx
F	4	4	name
F	8	4	xp
F	12	4	yp
F	16	4	zp
S	tPUPType	8	misc
F	0	4	pNameString
F	4	4	iFlags
S	WORLDSELTAB	36	misc
F	0	4	scene
F	4	1	keydesc
F	5	3	__align0
F	8	4	yaw
F	12	4	diffmsg
F	16	4	allrunes
F	20	4	numrunes
F	24	4	keymask
F	28	4	runemask
F	32	4	beatflag
S	_CHR_SELECT_BLITS	12	misc
F	0	4	blit
F	4	4	state
F	8	4	timer
S	EFFECTINFO	40	misc
F	0	32	desc
F	32	4	zmod
F	36	4	alpha
S	shop_item	80	misc
F	0	32	blit
F	32	32	desc
F	64	4	scale
F	68	4	type
F	72	4	price
F	76	4	amount
S	player_shop_state	768	misc
F	0	256	item_availability_flags
F	256	256	item_sale_value
F	512	256	item_to_player_map
S	SHOP_MISC	16	misc
F	0	4	blit
F	4	4	xoff
F	8	4	yoff
F	12	4	zoff
S	MENU	12	misc
F	0	8	desc
S	_libhead	20	misc
F	0	4	next
F	4	4	client
F	8	2	version
F	10	2	flags
F	12	8	name
S	_libcaller	20	misc
F	0	4	magic
F	4	4	client
F	8	2	version
F	10	2	flags
F	12	8	name
S	EventFlagParam	12	misc
F	0	4	attr
F	4	4	option
F	8	4	initPattern
S	EventFlagInfo	28	misc
F	0	4	attr
F	4	4	option
F	8	4	initPattern
F	12	4	currentPattern
F	16	4	numWaitThreads
F	20	4	reserved1
F	24	4	reserved2
S	MbxParam	8	misc
F	0	4	attr
F	4	4	option
S	MbxInfo	28	misc
F	0	4	attr
F	4	4	option
F	8	4	numWaitThreads
F	12	4	numMessage
F	16	4	topPacket
F	20	4	reserved1
F	24	4	reserved2
S	VplParam	12	misc
F	0	4	attr
F	4	4	option
F	8	4	size
S	VplInfo	32	misc
F	0	4	attr
F	4	4	option
F	8	4	size
F	12	4	freeSize
F	16	4	numWaitThreads
F	20	4	reserved1
F	24	4	reserved2
F	28	4	reserved3
S	FplParam	16	misc
F	0	4	attr
F	4	4	option
F	8	4	blockSize
F	12	4	numBlocks
S	FplInfo	40	misc
F	0	4	attr
F	4	4	option
F	8	4	blockSize
F	12	4	numBlocks
F	16	4	freeBlocks
F	20	4	numWaitThreads
F	24	4	reserved1
F	28	4	reserved2
F	32	4	reserved3
F	36	4	reserved4
S	SysClock	8	misc
F	0	4	low
F	4	4	hi
S	__unnamed_3531	8	misc
F	0	4	was
F	4	4	need
S	__unnamed_3532	8	misc
F	0	4	method
F	0	8	check
F	0	4	marker
S	internal_state	24	misc
F	0	4	mode
F	4	8	sub
F	12	4	nowrap
F	16	4	wbits
F	20	4	blocks
S	__unnamed_3534	20	misc
F	0	4	table
F	4	4	index
F	8	4	blens
F	12	4	bb
F	16	4	tb
S	__unnamed_3535	12	misc
F	0	4	tl
F	4	4	td
F	8	4	codes
S	__unnamed_3536	20	misc
F	0	4	left
F	0	20	trees
F	0	12	decode
S	inflate_blocks_state	60	misc
F	0	4	mode
F	4	20	sub
F	24	4	last
F	28	4	bitk
F	32	4	bitb
F	36	4	window
F	40	4	end
F	44	4	read
F	48	4	write
F	56	4	check
S	__unnamed_3538	8	misc
F	0	4	tree
F	4	4	need
S	__unnamed_3539	8	misc
F	0	4	get
F	4	4	dist
S	__unnamed_3540	8	misc
F	0	8	code
F	0	4	lit
F	0	8	copy
S	inflate_codes_state	28	misc
F	0	4	mode
F	4	4	len
F	8	8	sub
F	16	1	lbits
F	17	1	dbits
F	18	2	__align0
F	20	4	ltree
F	24	4	dtree
S	BLIT_DRAWREGS	96	misc
F	0	16	gif_tag
F	16	8	tex1
F	24	8	tex1_r
F	32	8	alpha
F	40	8	alpha_r
F	48	8	test
F	56	8	test_r
F	64	8	frame
F	72	8	frame_r
F	80	8	zbuf
F	88	8	zbuf_r
S	PBDMENUENTRY	52	misc
F	0	4	text
F	4	4	val
F	8	4	ival
F	12	4	min
F	16	4	max
F	20	4	fvalp
F	24	4	ivalp
F	28	4	valstr
F	36	4	color
F	40	4	vtype
F	44	4	dtype
F	48	4	utype
S	PBVALSTR	8	misc
F	0	4	text
F	4	4	val
S	ViewObject	76	misc
F	0	64	mat
F	64	4	distsq
F	68	4	node
F	72	4	clipmask
S	PSYSLIST	8	misc
F	0	4	cnt
F	4	4	list
S	PSYSMEMPOOL	36	misc
F	0	4	world_bytes
F	4	4	pool_bytes
F	8	4	free_bytes
F	12	4	free_cnt
F	16	4	alloc_cnt
F	20	4	addr
F	24	4	frst
F	28	4	last
F	32	4	next
S	PSYSMEMBLOCK	16	misc
F	0	4	bytes
F	4	4	next
F	8	4	prev
F	12	4	id
S	PSYSPARM	16	misc
F	0	16	i
F	0	16	o
F	0	16	k
S	PSYSIPARM	16	misc
F	0	4	life_start
F	4	4	life_end
F	8	4	fade_start
F	12	4	fade_end
S	PSYSOPARM	16	misc
F	0	4	life_start
F	4	4	life_slope
F	8	4	fade_start
F	12	4	fade_slope
S	PSYSKPARM	16	misc
F	0	4	life_value
F	4	4	life_anim
F	8	4	fade_value
F	12	4	fade_anim
S	PSYSPPARM	16	misc
F	0	4	value
F	4	4	start
F	8	4	slope
F	12	4	next
S	PSPARMSCALE	16	misc
F	0	4	scale
F	4	4	min
F	8	4	max
F	12	4	deflt
S	PSMEMDB	20	misc
F	0	4	logp
F	4	4	lstp
F	8	4	log
F	12	4	lst
F	16	4	logcnt
S	PSYSSTAT	40	misc
F	0	4	id
F	4	4	psys
F	8	4	plst
F	12	4	last_time
F	16	2	p_max
F	18	2	dir_max
F	20	2	pos_max
F	22	2	p____cnt
F	24	2	live_cnt
F	26	2	draw_cnt
F	28	2	new__cnt
F	30	2	kill_cnt
F	32	2	oldest
F	34	2	newest
F	36	2	nwfade
S	PSMEMLOG	56	misc
F	0	4	lognum_
F	4	4	event__
F	8	4	prev2__
F	12	4	prev___
F	16	4	new____
F	20	4	next___
F	24	4	next2__
F	28	4	alloc_c
F	32	4	free__c
F	36	4	free_sz
F	40	4	mp_frst
F	44	4	mp_next
F	48	4	mp_last
F	52	4	snapshot
S	PSMEMLST	32	misc
F	0	4	current
F	4	4	lognum_
F	8	4	type___
F	12	4	psys_id
F	16	4	bytes__
F	20	4	error__
F	24	4	next___
F	28	4	prev___
S	sVertInfo	36	misc
F	0	4	Color
F	4	16	UV
F	20	12	Pt3d
F	32	1	Cull
F	33	1	IsAFrontFace
S	_winfo	16	misc
F	0	4	file_size
F	4	4	seek_offset
F	8	4	hash_id
F	12	4	csize
S	OBJECTINFO	248	misc
F	0	16	lmap
F	16	64	prim
F	80	32	tex
F	112	20	obj
F	132	4	__align0
F	136	40	regs
F	176	8	reg_nums
F	184	4	nregs
F	188	4	send_prim
F	192	4	o_zmod
F	196	4	o_texidx
F	200	4	o_lodk
F	204	4	o_lm_m_idx
F	208	4	o_zatr_flags
F	212	4	o_clamp
F	216	4	o_clamp_ptr
F	220	4	o_ambient_add
F	224	4	o_chrome_mtx
F	228	4	o_alt_tex
F	232	4	o_texshift
F	236	4	o_texsh_tex
F	240	4	o_texsh_obj
S	LMPINFO	16	misc
F	0	4	lm_test
F	4	4	lm_alpha
F	8	8	lm_tex0
S	PRMINFO	64	misc
F	0	4	node_red
F	4	4	node_green
F	8	4	node_blue
F	12	4	node_alpha
F	16	4	tx_shift_muls
F	20	4	tx_shift_mult
F	24	4	tx_shift_adds
F	28	4	tx_shift_addt
F	32	8	alpha
F	40	4	zmod
F	44	4	pad
F	48	4	test
F	52	4	prim
F	56	4	ambient_add
F	60	4	intensity
S	TEXINFO	32	misc
F	0	8	tex1
F	8	4	nregs
F	12	4	pad
F	16	8	tex0
F	24	4	jump0
F	28	4	jump1
S	OBJINFO	20	misc
F	0	4	nlights
F	4	4	light_ptr
F	8	4	ctrl
F	12	4	dbmode
F	16	4	node
S	LMPINFOw	16	misc
F	0	4	lm_test
F	4	4	lm_alpha
F	8	4	lm_tex0_lo
F	12	4	lm_tex0_hi
S	PRMINFOw	64	misc
F	0	4	node_red
F	4	4	node_green
F	8	4	node_blue
F	12	4	node_alpha
F	16	4	tx_shift_muls
F	20	4	tx_shift_mult
F	24	4	tx_shift_adds
F	28	4	tx_shift_addt
F	32	4	alpha_lo
F	36	4	alpha_hi
F	40	4	zmod
F	44	4	pad
F	48	4	test
F	52	4	prim
F	56	4	ambient_add
F	60	4	intensity
S	TEXINFOw	32	misc
F	0	4	tex1_lo
F	4	4	tex1_hi
F	8	4	nregs
F	12	4	pad
F	16	4	tex0_lo
F	20	4	tex0_hi
F	24	4	jump0
F	28	4	jump1
S	OBJINFOw	20	misc
F	0	4	nlights
F	4	4	light_ptr
F	8	4	ctrl
F	12	4	dbmode
F	16	4	node
S	PBSIMPLEVERT	36	misc
F	0	4	x
F	4	4	y
F	8	4	z
F	12	4	u
F	16	4	v
F	20	4	nx
F	24	4	ny
F	28	4	nz
F	32	4	rgba
S	VoTag	234048	misc
F	0	4	status
F	4	60	dummy
F	64	233984	v
S	VoData	1228800	misc
F	0	1228800	v
S	ViBuf	92	misc
F	0	4	data
F	4	4	tag
F	8	4	n
F	12	4	dmaStart
F	16	4	dmaN
F	20	4	readBytes
F	24	4	buffSize
F	28	36	env
F	64	4	sema
F	68	4	isActive
F	72	4	totalBytes
F	76	4	ts
F	80	4	n_ts
F	84	4	count_ts
F	88	4	wt_ts
S	ReadBuf	327692	misc
F	0	327680	data
F	327680	4	put
F	327684	4	count
F	327688	4	size
S	_voice	20	misc
F	0	2	vol
F	2	2	pan
F	4	2	duck
F	6	2	unused
F	8	4	pri
F	12	4	NextChainIndex
F	16	4	sample
S	VIDEOFRAME	24	misc
F	0	4	pTexture
F	4	4	__align0
F	8	8	rtTimestamp
F	16	4	pBits
S	containerinfo	8	misc
F	0	4	index
F	4	2	value
S	crit_colnode_inst	92	misc
F	0	4	colnode
F	4	4	mbnode
F	8	4	flashnode
F	12	64	worldmat
F	76	4	dmgdbgnode
F	80	4	flashwhite
F	84	4	maxdamage
F	88	4	damage
S	tD_CHCR	4	misc
F	0	4	DIR
F	0	4	p0
F	0	4	MOD
F	0	4	ASP
F	0	4	TTE
F	0	4	TIE
F	0	4	STR
F	0	4	p1
F	0	4	TAG
S	crit_pattern	80	misc
F	0	16	name
F	16	2	flags
F	18	2	priority
F	20	4	interval
F	24	4	dummy1
F	28	4	dummy2
F	32	16	moveidx
F	48	32	vis
S	_sceDmaTag	16	misc
F	0	2	qwc
F	2	1	mark
F	3	1	id
F	4	4	next
F	8	8	p
S	PBGSSMODE2	8	misc
F	0	8	w
F	0	8	d
F	0	8	b
S	PBGSFRAME	16	misc
F	0	16	w
F	0	16	d
F	0	8	b
S	PBGSSCISSOR	16	misc
F	0	16	w
F	0	16	d
F	0	8	b
S	PBGSDISPFB2	8	misc
F	0	8	w
F	0	8	d
F	0	8	b
S	PBGSDISPLAY1	8	misc
F	0	8	w
F	0	8	d
F	0	8	b
S	PBGSPMODE	8	misc
F	0	8	w
F	0	8	d
F	0	8	b
S	PBGSZBUF	16	misc
F	0	16	w
F	0	16	d
F	0	8	b
S	PBGSDISPLAY2	8	misc
F	0	8	w
F	0	8	d
F	0	8	b
S	_DSEFFECTIMAGELOC	8	audio
F	0	4	dwI3DL2ReverbIndex
